customer_id,frequency,recency,T,monetary_value
4369,0.0,0.0,106.0,106.2
4376,0.0,0.0,93.0,78.0
4456,0.0,0.0,20.0,31.95
4472,0.0,0.0,97.0,151.96
4497,1.0,9.0,102.0,101.4
4508,0.0,0.0,35.0,203.1
4527,1.0,105.0,135.0,51.400000000000006
4532,0.0,0.0,132.0,105.6
4562,0.0,0.0,38.0,133.35
4661,0.0,0.0,12.0,113.7
4667,4.0,54.0,92.0,60.129999999999995
4708,6.0,53.0,131.0,136.56
4823,0.0,0.0,79.0,106.2
4824,7.0,107.0,108.0,97.35249999999999
4889,1.0,15.0,69.0,208.20000000000002
5097,3.0,95.0,129.0,135.4875
5153,0.0,0.0,108.0,57.0
5228,2.0,38.0,128.0,166.8
5230,1.0,32.0,41.0,120.75
5256,1.0,1.0,67.0,151.35
5291,12.0,37.0,94.0,95.7846153846154
5319,3.0,73.0,108.0,57.3625
5406,1.0,1.0,32.0,173.4
5430,0.0,0.0,51.0,286.2
5449,1.0,15.0,116.0,152.4
5457,1.0,1.0,17.0,70.65
5468,0.0,0.0,117.0,48.8
5512,0.0,0.0,1.0,88.8
5528,0.0,0.0,108.0,129.4
5575,1.0,2.0,97.0,148.45
5620,17.0,84.0,138.0,74.41
5637,0.0,0.0,76.0,66.4
5644,0.0,0.0,8.0,356.6
5651,2.0,8.0,83.0,81.06666666666666
5721,0.0,0.0,38.0,120.25
5738,1.0,59.0,107.0,25.4
5751,0.0,0.0,102.0,381.16
5759,7.0,56.0,104.0,122.25875
5762,0.0,0.0,86.0,60.6
5781,0.0,0.0,114.0,22.6
5822,0.0,0.0,75.0,106.8
5949,0.0,0.0,102.0,228.6
5963,0.0,0.0,86.0,69.8
5997,5.0,104.0,104.0,130.92
6288,1.0,8.0,29.0,77.325
6310,0.0,0.0,116.0,15.0
6379,0.0,0.0,79.0,39.2
6400,0.0,0.0,130.0,59.0
6421,8.0,94.0,122.0,50.099999999999994
6521,1.0,32.0,124.0,116.8
6523,1.0,72.0,84.0,89.85
6596,0.0,0.0,58.0,311.6
6608,2.0,7.0,28.0,150.35
6779,0.0,0.0,99.0,70.06
6783,0.0,0.0,98.0,191.6
6889,0.0,0.0,114.0,54.0
7002,0.0,0.0,4.0,72.0
7062,1.0,2.0,98.0,179.60500000000002
7133,0.0,0.0,87.0,54.6
7173,2.0,4.0,16.0,122.3
7221,7.0,112.0,119.0,70.7625
7317,0.0,0.0,98.0,33.4
7519,0.0,0.0,1.0,175.5
7527,0.0,0.0,42.0,207.55
7539,4.0,84.0,104.0,176.57800000000003
7553,10.0,57.0,103.0,82.98363636363636
7563,7.0,113.0,115.0,92.475
7670,0.0,0.0,96.0,91.6
7709,0.0,0.0,58.0,17.6
7756,15.0,28.0,103.0,141.735625
7866,0.0,0.0,4.0,91.15
7869,0.0,0.0,45.0,60.7
7986,0.0,0.0,89.0,96.8
8107,4.0,45.0,124.0,125.518
8160,0.0,0.0,62.0,139.5
8310,0.0,0.0,92.0,73.8
8349,1.0,29.0,111.0,123.6
8351,0.0,0.0,80.0,45.2
8406,0.0,0.0,2.0,232.15
8436,0.0,0.0,128.0,76.4
8461,0.0,0.0,4.0,165.0
8575,0.0,0.0,34.0,353.25
8658,0.0,0.0,100.0,128.2
8756,1.0,73.0,91.0,81.2
8800,8.0,41.0,128.0,87.78444444444446
8835,0.0,0.0,142.0,283.7
8919,0.0,0.0,52.0,165.0
9000,7.0,47.0,47.0,66.71875
9019,0.0,0.0,4.0,32.8
9065,0.0,0.0,41.0,62.85
9073,1.0,4.0,9.0,57.425
9090,1.0,1.0,40.0,103.4
9096,1.0,28.0,34.0,127.55
9175,0.0,0.0,82.0,113.6
9290,1.0,1.0,8.0,97.32499999999999
9294,1.0,7.0,85.0,104.30000000000001
9333,0.0,0.0,4.0,125.35
9374,1.0,28.0,36.0,102.4
9391,3.0,44.0,117.0,174.55
9485,0.0,0.0,82.0,273.2
9578,0.0,0.0,19.0,316.2
9591,0.0,0.0,45.0,84.5
9749,11.0,39.0,86.0,136.32500000000002
9800,0.0,0.0,84.0,369.8
9845,0.0,0.0,31.0,87.15
9855,0.0,0.0,87.0,80.4
9923,0.0,0.0,114.0,31.0
9946,5.0,82.0,125.0,177.51666666666665
9953,0.0,0.0,110.0,28.4
9962,3.0,73.0,122.0,32.6
9980,5.0,47.0,135.0,165.29999999999998
10020,1.0,1.0,132.0,63.3
10041,5.0,21.0,107.0,255.29999999999998
10052,0.0,0.0,91.0,181.2
10063,0.0,0.0,137.0,32.9
10066,0.0,0.0,93.0,38.1
10198,2.0,103.0,108.0,121.88333333333333
10224,5.0,45.0,134.0,60.06666666666666
10229,1.0,1.0,85.0,33.1
10268,0.0,0.0,31.0,18.0
10277,3.0,22.0,117.0,124.5
10302,1.0,19.0,107.0,95.3
10319,0.0,0.0,124.0,31.0
10329,0.0,0.0,92.0,209.2
10334,0.0,0.0,54.0,323.7999999999999
10355,1.0,32.0,110.0,234.0
10360,0.0,0.0,94.0,28.6
10413,0.0,0.0,16.0,72.9
10418,0.0,0.0,116.0,112.4
10423,6.0,56.0,136.0,104.45714285714287
10429,0.0,0.0,85.0,127.6
10473,0.0,0.0,98.0,113.44
10505,6.0,16.0,98.0,158.02142857142863
10508,2.0,104.0,105.0,95.83333333333333
10516,0.0,0.0,54.0,151.4
10593,0.0,0.0,97.0,18.3
10596,0.0,0.0,80.0,85.0
10598,0.0,0.0,58.0,134.8
10664,0.0,0.0,29.0,48.8
10668,0.0,0.0,117.0,27.6
10711,0.0,0.0,133.0,123.8
10793,0.0,0.0,15.0,166.6
10800,1.0,7.0,110.0,53.8
10818,3.0,48.0,53.0,151.5375
10836,1.0,1.0,126.0,75.6
10868,0.0,0.0,89.0,361.6
10879,2.0,5.0,129.0,149.0
10935,0.0,0.0,102.0,62.8
10953,0.0,0.0,5.0,219.75
10954,1.0,37.0,72.0,156.1
11035,0.0,0.0,99.0,133.08
11110,1.0,42.0,103.0,61.754999999999995
11135,0.0,0.0,92.0,18.0
11271,1.0,26.0,105.0,278.1
11301,2.0,28.0,119.0,196.5
11313,5.0,26.0,104.0,33.550000000000004
11330,9.0,33.0,106.0,80.03399999999999
11384,0.0,0.0,82.0,70.2
11401,1.0,3.0,105.0,94.5
11523,5.0,64.0,88.0,73.53333333333335
11548,0.0,0.0,17.0,42.6
11551,0.0,0.0,102.0,40.0
11572,1.0,19.0,136.0,63.3
11609,0.0,0.0,138.0,180.4
11612,0.0,0.0,19.0,217.35
11659,1.0,27.0,38.0,43.05
11704,0.0,0.0,59.0,90.4
11720,0.0,0.0,107.0,77.0
11739,0.0,0.0,87.0,20.0
11741,0.0,0.0,62.0,129.2
11820,0.0,0.0,102.0,67.45
11911,2.0,6.0,30.0,138.0
11961,5.0,55.0,113.0,97.16666666666669
11966,0.0,0.0,112.0,36.8
11981,3.0,124.0,132.0,79.225
11991,0.0,0.0,9.0,195.8
12081,0.0,0.0,27.0,61.0
12089,1.0,13.0,15.0,77.275
12093,1.0,3.0,108.0,25.009999999999998
12095,0.0,0.0,18.0,44.1
12118,4.0,24.0,121.0,228.6
12238,0.0,0.0,96.0,293.2
12289,1.0,8.0,108.0,449.54999999999995
12314,0.0,0.0,112.0,27.2
12467,1.0,2.0,98.0,117.7
12501,20.0,121.0,131.0,58.845238095238095
12549,8.0,128.0,134.0,94.80000000000001
12570,0.0,0.0,134.0,117.6
12598,0.0,0.0,90.0,29.8
12635,0.0,0.0,12.0,71.85
12644,3.0,31.0,110.0,79.125
12728,0.0,0.0,5.0,17.55
12772,0.0,0.0,99.0,95.88
12780,1.0,21.0,30.0,106.4
12835,12.0,96.0,118.0,47.81538461538461
12850,18.0,112.0,129.0,71.09315789473685
12941,0.0,0.0,98.0,69.6
12967,0.0,0.0,141.0,184.1
13027,1.0,7.0,124.0,291.77
13049,0.0,0.0,25.0,117.55
13064,0.0,0.0,78.0,406.2000000000001
13104,9.0,81.0,112.0,54.26000000000001
13130,1.0,21.0,72.0,91.9
13232,0.0,0.0,110.0,121.6
13301,11.0,104.0,125.0,193.5625
13307,0.0,0.0,94.0,147.4
13311,0.0,0.0,102.0,247.6
13426,0.0,0.0,19.0,136.0
13500,0.0,0.0,19.0,20.05
13521,0.0,0.0,66.0,150.82
13553,0.0,0.0,7.0,97.9
13554,7.0,55.0,121.0,104.83
13559,0.0,0.0,138.0,257.4
13596,0.0,0.0,97.0,219.4
13600,0.0,0.0,20.0,36.25
13602,0.0,0.0,113.0,102.0
13679,0.0,0.0,19.0,81.7
13727,0.0,0.0,106.0,58.6
13729,2.0,57.0,112.0,75.52333333333333
13798,0.0,0.0,78.0,117.0
13835,0.0,0.0,5.0,18.75
13896,3.0,13.0,109.0,145.2
13920,3.0,3.0,127.0,270.15
13931,2.0,14.0,102.0,118.13333333333333
13977,0.0,0.0,73.0,34.0
13979,0.0,0.0,93.0,220.8
13980,1.0,1.0,6.0,55.175
13988,0.0,0.0,78.0,112.0
14083,0.0,0.0,124.0,297.4
14110,4.0,88.0,130.0,123.99000000000001
14163,0.0,0.0,22.0,110.45
14164,1.0,3.0,97.0,91.0
14167,1.0,98.0,134.0,44.65
14212,0.0,0.0,53.0,105.0
14273,0.0,0.0,86.0,194.8
14291,2.0,23.0,58.0,107.3
14308,0.0,0.0,57.0,63.2
14325,0.0,0.0,103.0,121.8
14359,0.0,0.0,117.0,275.4
14434,2.0,19.0,32.0,109.56666666666668
14436,0.0,0.0,18.0,65.0
14462,1.0,8.0,107.0,108.0
14487,7.0,38.0,117.0,31.375000000000004
14502,2.0,15.0,139.0,41.9
14534,2.0,31.0,135.0,107.8
14561,1.0,7.0,100.0,57.215
14582,1.0,3.0,112.0,28.1
14612,1.0,1.0,103.0,36.42
14616,0.0,0.0,118.0,28.4
14627,1.0,11.0,49.0,109.525
14674,1.0,27.0,111.0,69.4
14688,0.0,0.0,26.0,87.9
14768,0.0,0.0,46.0,87.4
14779,1.0,36.0,105.0,57.300000000000004
14785,0.0,0.0,4.0,93.6
14805,0.0,0.0,111.0,240.9
15049,1.0,107.0,124.0,113.075
15152,12.0,63.0,115.0,165.8792307692308
15161,18.0,19.0,101.0,115.72631578947367
15251,0.0,0.0,88.0,76.6
15280,0.0,0.0,108.0,79.92
15314,0.0,0.0,117.0,27.8
15385,2.0,12.0,91.0,47.06666666666666
15390,0.0,0.0,12.0,100.5
15447,4.0,69.0,117.0,185.85999999999999
15480,0.0,0.0,80.0,144.8
15496,5.0,34.0,131.0,74.74999999999999
15584,0.0,0.0,54.0,162.8
15598,1.0,10.0,20.0,26.325000000000003
15670,0.0,0.0,104.0,25.2
15683,0.0,0.0,100.0,275.45
15687,0.0,0.0,39.0,51.6
15724,4.0,66.0,98.0,206.57200000000003
15734,0.0,0.0,100.0,31.64
15797,3.0,90.0,131.0,87.725
15816,5.0,44.0,130.0,91.39999999999999
15852,1.0,6.0,85.0,196.2
15928,0.0,0.0,97.0,90.8
15950,0.0,0.0,91.0,33.0
16061,0.0,0.0,84.0,35.0
16102,0.0,0.0,21.0,148.35
16154,1.0,1.0,7.0,59.1
16229,0.0,0.0,134.0,106.0
16251,0.0,0.0,34.0,76.6
16289,0.0,0.0,32.0,92.6
16310,0.0,0.0,114.0,142.4
16317,4.0,71.0,89.0,270.98
16353,0.0,0.0,45.0,59.0
16389,3.0,41.0,130.0,134.55
16395,3.0,85.0,116.0,157.5
16404,0.0,0.0,103.0,143.0
16405,0.0,0.0,4.0,73.35
16434,0.0,0.0,85.0,95.6
16437,2.0,61.0,98.0,88.42
16464,0.0,0.0,38.0,56.55
16466,4.0,35.0,117.0,294.8
16493,0.0,0.0,112.0,100.4
16526,0.0,0.0,117.0,21.0
16551,1.0,43.0,142.0,60.245000000000005
16553,7.0,30.0,104.0,108.625
16664,1.0,28.0,88.0,70.9
16686,0.0,0.0,100.0,189.6
16691,0.0,0.0,85.0,17.4
16729,0.0,0.0,46.0,35.0
16784,1.0,1.0,86.0,35.2
16808,0.0,0.0,129.0,66.8
16836,0.0,0.0,134.0,43.4
16849,0.0,0.0,89.0,43.4
16915,0.0,0.0,85.0,150.4
16925,0.0,0.0,110.0,154.0
16943,1.0,16.0,106.0,117.5
16961,0.0,0.0,89.0,148.61
16964,0.0,0.0,82.0,129.8
16982,2.0,112.0,130.0,139.35
16994,20.0,89.0,141.0,755.0404761904762
17037,2.0,89.0,117.0,151.95666666666668
17073,0.0,0.0,38.0,54.25
17078,1.0,50.0,129.0,58.099999999999994
17081,0.0,0.0,82.0,258.9
17146,9.0,45.0,129.0,226.3
17187,0.0,0.0,94.0,272.8
17359,0.0,0.0,121.0,182.2
17377,0.0,0.0,113.0,21.4
17423,0.0,0.0,47.0,30.0
17438,5.0,90.0,109.0,99.00000000000001
17457,1.0,21.0,26.0,136.1
17550,0.0,0.0,36.0,25.9
17611,2.0,12.0,12.0,45.0
17745,0.0,0.0,88.0,188.0
17762,0.0,0.0,93.0,33.6
17807,0.0,0.0,109.0,93.9
17849,0.0,0.0,82.0,109.2
17857,5.0,22.0,45.0,251.5
17866,0.0,0.0,34.0,65.1
17899,1.0,3.0,83.0,236.2
17924,2.0,8.0,114.0,55.46666666666666
17925,1.0,7.0,124.0,36.8
17926,0.0,0.0,117.0,144.0
17975,2.0,8.0,95.0,29.3
18001,0.0,0.0,87.0,90.0
18041,0.0,0.0,15.0,85.2
18097,0.0,0.0,20.0,18.4
18119,0.0,0.0,89.0,63.9
18186,0.0,0.0,102.0,114.05
18300,0.0,0.0,100.0,115.43
18333,5.0,51.0,126.0,140.20000000000002
18379,0.0,0.0,102.0,135.2
18426,0.0,0.0,89.0,103.6
18444,1.0,5.0,127.0,151.3
18502,1.0,11.0,103.0,45.1
18528,0.0,0.0,102.0,21.4
18570,13.0,55.0,130.0,106.55714285714286
18573,0.0,0.0,28.0,16.8
18597,0.0,0.0,46.0,160.8
18631,0.0,0.0,90.0,225.8
18634,4.0,47.0,47.0,33.9
18708,0.0,0.0,9.0,97.2
18729,0.0,0.0,25.0,87.94999999999997
18768,0.0,0.0,34.0,147.98
18861,1.0,1.0,79.0,56.0
18869,1.0,16.0,104.0,86.03999999999999
18901,0.0,0.0,130.0,91.2
18914,0.0,0.0,96.0,25.4
18973,1.0,3.0,29.0,176.67499999999998
18974,1.0,6.0,78.0,77.85
18975,0.0,0.0,28.0,68.85
19048,1.0,88.0,114.0,93.775
19051,0.0,0.0,12.0,31.1
19088,3.0,6.0,78.0,55.849999999999994
19196,0.0,0.0,11.0,110.45
19200,3.0,64.0,138.0,36.025000000000006
19217,0.0,0.0,87.0,258.2
19281,0.0,0.0,15.0,196.8
19345,0.0,0.0,28.0,98.7
19365,7.0,90.0,108.0,128.32375000000002
19373,2.0,43.0,129.0,105.53333333333335
19377,0.0,0.0,75.0,134.8
19385,0.0,0.0,107.0,134.2
19442,3.0,50.0,124.0,160.0
19464,0.0,0.0,15.0,126.1
19480,1.0,1.0,74.0,171.1
19499,10.0,88.0,110.0,63.854545454545466
19502,0.0,0.0,22.0,39.15
19506,1.0,16.0,118.0,56.815
19538,1.0,24.0,34.0,131.1
19574,24.0,114.0,121.0,268.432
19659,0.0,0.0,77.0,12.0
19673,7.0,50.0,138.0,93.87500000000001
19703,0.0,0.0,125.0,35.8
19724,0.0,0.0,83.0,26.4
19732,1.0,3.0,99.0,145.36
19824,0.0,0.0,54.0,297.6
19874,0.0,0.0,4.0,25.2
19932,0.0,0.0,28.0,41.25
20020,0.0,0.0,0.0,13.85
20085,0.0,0.0,75.0,88.0
20115,4.0,57.0,136.0,69.91
20142,0.0,0.0,18.0,39.45
20148,2.0,20.0,120.0,67.35000000000001
20185,0.0,0.0,13.0,144.45
20201,0.0,0.0,114.0,28.35
20210,0.0,0.0,50.0,32.4
20219,2.0,8.0,103.0,40.06666666666666
20233,0.0,0.0,8.0,49.95
20239,4.0,75.0,101.0,51.83
20265,0.0,0.0,124.0,26.0
20272,0.0,0.0,75.0,276.4
20277,2.0,17.0,101.0,97.66666666666667
20362,2.0,2.0,19.0,267.15000000000003
20398,5.0,31.0,131.0,215.27
20473,5.0,59.0,62.0,116.8
20477,0.0,0.0,102.0,72.6
20488,0.0,0.0,107.0,186.6
20500,0.0,0.0,138.0,65.1
20505,1.0,15.0,101.0,126.45
20514,1.0,27.0,78.0,38.1
20525,0.0,0.0,27.0,136.8
20563,1.0,27.0,80.0,89.7
20605,0.0,0.0,109.0,266.8
20660,2.0,30.0,88.0,190.53333333333333
20662,0.0,0.0,131.0,50.2
20677,0.0,0.0,83.0,17.8
20689,7.0,102.0,115.0,175.755
20712,1.0,38.0,126.0,31.75
20732,0.0,0.0,86.0,15.0
20859,0.0,0.0,10.0,190.7
20866,3.0,98.0,101.0,224.025
20890,0.0,0.0,34.0,90.2
20933,0.0,0.0,138.0,113.4
20936,0.0,0.0,38.0,110.45
20989,0.0,0.0,20.0,148.65
21020,2.0,33.0,83.0,109.13333333333333
21024,0.0,0.0,105.0,138.2
21038,10.0,36.0,109.0,170.61909090909091
21140,0.0,0.0,12.0,438.75
21159,0.0,0.0,40.0,49.8
21252,0.0,0.0,23.0,23.25
21260,0.0,0.0,40.0,277.3
21288,2.0,63.0,101.0,96.91666666666667
21292,0.0,0.0,101.0,51.2
21313,2.0,53.0,133.0,60.13333333333335
21345,0.0,0.0,107.0,15.2
21351,2.0,58.0,111.0,105.33333333333333
21358,1.0,3.0,38.0,41.625
21396,0.0,0.0,114.0,104.8
21430,0.0,0.0,62.0,46.4
21454,0.0,0.0,104.0,36.0
21472,0.0,0.0,86.0,103.6
21515,0.0,0.0,106.0,160.2
21546,0.0,0.0,25.0,98.4
21552,0.0,0.0,93.0,67.6
21566,1.0,20.0,99.0,113.815
21571,0.0,0.0,77.0,238.0
21575,0.0,0.0,35.0,20.25
21580,0.0,0.0,116.0,171.8
21600,2.0,3.0,112.0,401.3333333333333
21613,40.0,127.0,131.0,197.28756097560975
21651,0.0,0.0,34.0,49.0
21656,1.0,10.0,131.0,188.4
21672,0.0,0.0,89.0,205.4
21712,1.0,1.0,100.0,45.625
21741,1.0,1.0,90.0,101.9
21943,2.0,27.0,77.0,61.800000000000004
21967,0.0,0.0,133.0,30.8
22006,1.0,3.0,105.0,86.9
22012,5.0,107.0,110.0,55.6
22066,3.0,83.0,120.0,123.975
22118,42.0,111.0,138.0,149.86953488372097
22128,0.0,0.0,85.0,53.6
22166,0.0,0.0,22.0,76.95
22195,0.0,0.0,126.0,122.6
22216,0.0,0.0,117.0,50.7
22272,0.0,0.0,135.0,173.2
22277,0.0,0.0,129.0,25.0
22301,3.0,77.0,104.0,301.375
22397,5.0,96.0,107.0,60.605
22450,4.0,91.0,96.0,98.83
22583,5.0,97.0,103.0,54.166666666666664
22607,1.0,11.0,104.0,172.7
22638,4.0,15.0,113.0,96.76200000000001
22653,0.0,0.0,3.0,41.3
22711,0.0,0.0,30.0,16.6
22775,38.0,101.0,124.0,84.68076923076923
22789,0.0,0.0,108.0,23.0
22852,0.0,0.0,78.0,156.29999999999995
22877,0.0,0.0,75.0,61.6
22921,0.0,0.0,27.0,28.6
22923,1.0,32.0,104.0,78.7
22977,1.0,4.0,110.0,178.53
23002,0.0,0.0,77.0,29.8
23016,0.0,0.0,86.0,116.2
23113,1.0,72.0,102.0,108.6
23168,0.0,0.0,37.0,42.45
23227,0.0,0.0,110.0,42.4
23230,0.0,0.0,85.0,70.8
23299,2.0,71.0,97.0,70.78666666666668
23367,0.0,0.0,53.0,14.0
23372,7.0,67.0,99.0,217.01250000000002
23376,1.0,1.0,106.0,209.7
23377,0.0,0.0,115.0,223.73
23397,2.0,6.0,111.0,72.44666666666667
23398,3.0,32.0,108.0,126.2
23399,0.0,0.0,72.0,127.4
23404,2.0,2.0,113.0,93.73333333333335
23430,1.0,37.0,84.0,78.15
23449,1.0,44.0,134.0,33.0
23458,2.0,3.0,96.0,147.86666666666665
23467,3.0,43.0,126.0,137.8425
23471,0.0,0.0,82.0,219.0
23488,1.0,2.0,118.0,149.6
23503,18.0,88.0,133.0,540.1973684210526
23622,1.0,8.0,93.0,217.2
23750,0.0,0.0,30.0,163.85
23755,0.0,0.0,75.0,148.2
23808,0.0,0.0,58.0,153.2
23863,0.0,0.0,109.0,164.8
23991,0.0,0.0,103.0,93.0
24016,2.0,7.0,19.0,125.08333333333333
24031,0.0,0.0,113.0,106.8
24041,0.0,0.0,27.0,41.8
24052,1.0,73.0,75.0,50.85
24067,0.0,0.0,83.0,478.4
24069,0.0,0.0,100.0,54.2
24140,3.0,80.0,90.0,75.1375
24182,10.0,36.0,124.0,87.83727272727275
24192,1.0,1.0,90.0,99.4
24264,0.0,0.0,8.0,14.7
24331,0.0,0.0,44.0,13.0
24347,14.0,36.0,106.0,84.30000000000001
24356,8.0,31.0,122.0,77.25
24442,0.0,0.0,73.0,60.4
24443,0.0,0.0,23.0,136.6
24545,7.0,24.0,138.0,110.60000000000002
24620,0.0,0.0,68.0,130.8
24625,0.0,0.0,118.0,154.6
24639,0.0,0.0,16.0,55.55
24642,0.0,0.0,100.0,317.4
24651,0.0,0.0,106.0,201.0
24698,0.0,0.0,114.0,375.4
24745,2.0,29.0,104.0,159.73333333333335
24828,0.0,0.0,116.0,93.4
24867,0.0,0.0,98.0,101.43
24880,0.0,0.0,56.0,25.6
24888,0.0,0.0,100.0,37.5
24900,0.0,0.0,107.0,57.0
24954,0.0,0.0,96.0,340.0
25005,8.0,31.0,99.0,129.43333333333337
25007,0.0,0.0,16.0,122.4
25029,5.0,65.0,116.0,86.39999999999999
25037,0.0,0.0,118.0,33.4
25042,20.0,127.0,138.0,143.2795238095238
25056,0.0,0.0,0.0,104.0
25075,3.0,16.0,94.0,137.195
25099,3.0,102.0,128.0,163.3125
25125,2.0,64.0,97.0,72.91333333333334
25136,0.0,0.0,23.0,205.2
25161,0.0,0.0,131.0,95.0
25216,1.0,1.0,100.0,67.9
25295,0.0,0.0,97.0,143.85
25335,5.0,41.0,132.0,68.86666666666667
25403,0.0,0.0,56.0,177.2
25469,2.0,18.0,53.0,177.03333333333333
25575,0.0,0.0,102.0,55.2
25583,1.0,118.0,125.0,55.625
25585,2.0,8.0,84.0,67.26666666666667
25652,0.0,0.0,84.0,71.0
25776,0.0,0.0,120.0,49.4
25848,3.0,25.0,136.0,38.655
25939,1.0,100.0,104.0,26.7
25986,0.0,0.0,92.0,16.6
25990,15.0,104.0,124.0,109.1125
26002,10.0,73.0,86.0,66.43636363636364
26013,6.0,49.0,103.0,72.04285714285714
26044,4.0,7.0,13.0,103.92
26049,0.0,0.0,99.0,158.6
26064,5.0,58.0,61.0,136.51666666666668
26117,1.0,2.0,75.0,109.55000000000001
26130,1.0,1.0,37.0,118.5
26158,0.0,0.0,104.0,127.8
26180,1.0,29.0,118.0,28.05
26192,0.0,0.0,42.0,313.65
26212,2.0,5.0,61.0,81.66666666666667
26232,0.0,0.0,43.0,81.9
26250,1.0,23.0,113.0,114.725
26287,0.0,0.0,102.0,29.8
26446,0.0,0.0,11.0,103.55
26489,3.0,75.0,112.0,137.0925
26518,0.0,0.0,122.0,118.0
26536,0.0,0.0,25.0,122.2
26537,0.0,0.0,106.0,202.1
26546,4.0,112.0,114.0,197.51799999999997
26550,0.0,0.0,6.0,21.15
26577,0.0,0.0,105.0,99.4
26637,2.0,59.0,118.0,110.59999999999998
26642,0.0,0.0,38.0,59.4
26652,11.0,59.0,92.0,91.17083333333335
26706,0.0,0.0,67.0,53.7
26853,0.0,0.0,1.0,240.8
27001,1.0,28.0,108.0,250.60000000000002
27016,3.0,84.0,137.0,250.67499999999998
27164,0.0,0.0,84.0,120.0
27166,0.0,0.0,113.0,285.6
27242,8.0,22.0,106.0,27.05777777777778
27267,0.0,0.0,130.0,138.4
27284,0.0,0.0,80.0,272.8
27286,5.0,37.0,84.0,196.42499999999998
27295,0.0,0.0,33.0,219.9
27365,3.0,9.0,108.0,156.97500000000002
27389,3.0,64.0,112.0,66.725
27413,0.0,0.0,119.0,46.6
27432,0.0,0.0,101.0,77.6
27450,0.0,0.0,13.0,30.9
27453,0.0,0.0,18.0,192.35
