date,customer_id,transactional_value
2017-11-01,6b4fbf9e1bd81cc50cc826c1c840cc2deb2f35aa530f6360074653db8c86a371,742
2017-11-01,52b20eae8ae7dcf9723435129ea644012c8c329e99636e8b63e3a4b171d08ad4,22
2017-11-01,005db58dcc85b14c2450423d16c707e6bf4311cb76e3e733b03ac6df128b9600,149
2017-11-01,35f0974478f2d09cd74b1e28be55396e4134ee8f1bbed3705d21d26f11f0b6f7,79
2017-11-01,b72ddd56467e529a6bba753ae90e5d913ab68799404ee2a3d6a225f218ec3502,4576
2017-11-01,3a227670f5daee8a76246183ed52c2030df55ff872e82b1ab5f7e18d79843e23,5414
2017-11-01,7f87a96d86163c1f13d2a85a67220b5a1e565cb1e84d1ad7fa3dd99dbdd8bf0a,1388
2017-11-01,0a5c540266a698249a8bd1cb7f11cfd2f5456c5bd9f55960b50f870e5c77e896,167
2017-11-01,892e8df89d31001bb6a86c9a4c4b75334238f10f0b6ec06f31c9d4d8df96b7ff,1508
2017-11-01,af4301a30213abd51618059e9270bfd5391933d4824c6ec4da4e8396f355bf23,8148
2017-11-01,8152641f935ab7f42b673e354faa5b8d53fd5aee477a2a24be7ac2bf807a5db6,1442
2017-11-01,cadca369f6b82bd68eaa02ea8b8a57574a59dbb00911ea170cfc8aee53b16ead,1025
2017-11-01,b374385e58d250b93a4758877ef179439a96eff2d652bd5e6e228ee35c05ba1b,16227
2017-11-01,e3a8c03b3d07801a8f35f3031faa44ba9a32db7d853a2c6b72a7cff6fb639538,3168
2017-11-01,ba744e39b53e2eabc9743b4091c6f613e6b8f929ac7866a541ed722bc6423ab0,1840
2017-11-01,d9ebd3530f237291331541dcaaa0cb05e7204f5c738fdd92b67e5f0e959c4a9e,7103
2017-11-01,feb5732033b0551379cd62142135b18d4e8b6c097d6445d0652445db4241bc42,7302
2017-11-01,64e60e6ce7fe40ae359996d514c4b028629746217296f0514b249a20f4558134,2605
2017-11-01,9a8da10a66af114f507067aee1c5ab2ecead16606c4abedc99491d67110cffc2,11
2017-11-01,f31714cc5856fb6e4bbd2d3609058654f6d4ab1da1a3a72b8769343d25ad52df,523
2017-11-01,773217319cc102d03e7b529024e54decfa1c7371d87d3090299752bc12b85cf3,3014
2017-11-01,6ed888baaa6d8c756b8ac7c3a0d22df4dc9195fd72c40e87b9c4ab4d30ba4f92,15
2017-11-01,9f998f756983b0e6db00c399a7589b86d4926af768f38e9e125384441c72c3a5,2485
2017-11-01,069058d4f53fa396722b9541fe2eae111ce96cc4a1bf4feeae3533bb8949e09b,1130
2017-11-01,b09a6b6a191dc860f4d4f276e10543d0c44c73ce4cf52f5947479e9b336bb7e1,4363
2017-11-01,cf24eb7dc6cd9a4a19140b7c0489a513b55a54f0643f48a799ce1f412f04df76,4558
2017-11-01,1458b3698c001067160ca06ab261c420a0472806ce6c4b85c8f64a48060b795a,3872
2017-11-01,ae90dff71cd5db2c2a44469c4578adf79913fa94825d49bb0024146ec45de732,4574
2017-11-01,e448c78261501ca2ea2e3e547b681183dcb1dd6fe15957dc90d28adadf671387,286
2017-11-01,68b9f727e80c47512e00c336f7d319b494d4edd74dc5806ce18992744d014841,529
2017-11-01,a23a0b90a0b73a22480a30abd071ff194b07170813660b6a406d53c05a4d8e6a,6282
2017-11-01,01d48dc60a6162b630ab0aa954ffcd742189d47f62de2448157e4e00ecec475a,464
2017-11-01,f8556b92303e4f547fb13a9928b69eeffcc019e06699fc939e02e00d6fc0ecdd,310
2017-11-02,7a3c5293a104fb24a6c6f8eec9a6df5a47778fb27d8175e52e1676194342591f,266
2017-11-02,dfe72e447148cd5a7c6b7adc8494b7ca9843ee1064dba2cb300f985634e61808,110
2017-11-02,7acffb0ef890db6358291d15f9a020296195fe690a1c77750a452adfa12a0463,2070
2017-11-02,057a0b5def44c2d2f9b5634f3c2ea9d9e13f778015077887a78609296566f7cd,21
2017-11-02,c7a71a67cdaa8aa77bf88a4c159d99be4abe97b05e750e97c42ff6e2cb8342b2,2489
2017-11-02,b74bc10386ee26cf937ea3d570a74c0e9919131d43904db1c8eba55b9743b514,5282
2017-11-02,fd186c7a1a5486a96b3e2ee745989dd8868970f3a13e9b8f6517804018c6d9b7,639
2017-11-02,b3d62a702568e5b49f28188b4e8da54f3fc939589498382984b7c0f7abb26e91,3709
2017-11-02,e1b2c95ee5408015cfecd2864f832721d34d3f1270180522665ae2490c6b5e8a,97
2017-11-02,3d21aaacd87247358d7294c47a673433d2d60b0e84e5f1bc84199b3ae99c93a5,73
2017-11-02,b57515a888bd583691ea5d3c1a46de6adab7b7f10513c6a3d75ca9c282f1e178,60
2017-11-02,7c782db8ea63e38183c790a4177d25548d8bdfd0fdb0cf34425117015811d6dc,2604
2017-11-02,12785d2b781a48b66fd551daf6033661f0a6096af11d44339cb0fe209bedf7d7,1609
2017-11-02,c1e7f430e8245cd9c39023397c046f888697a839caa56d89b70e45c9fee67217,321
2017-11-02,b122552f99e6c32ae7a3e625dbb5b5c4501f2ce491f0b1d4b978f9a813afd635,1890
2017-11-02,c371ae2c63137e2677347e38e32ac5134d672da50996fe142ad1dc8f2d03619c,1308
2017-11-02,58ac338b7b470863c36634b49d3bce521815d44a57897775cf0fa2685b5c1c9a,4430
2017-11-02,000337155a95c301f705cc1f62b2c1d0aa9f7bc5dd1d5d7b1d297dcdc3634420,2808
2017-11-02,d342b9469f0cb6df080a0e55bc92c6e5b2fd0cddd3714f911be8245c8a2ab107,2750
2017-11-02,1ea402e12500cbda03970ee9b03db2c8165f9edd6e6ee323ca24df7478169c7f,6404
2017-11-02,074570ed96e761a669091f1a9beaed93e71986d18051937ae3359c824606754c,9164
2017-11-02,80b6dc5d700ad585018a851afdff82a7dad2a42bca8d7661a4e5cbbb0b62102c,231
2017-11-02,d543d7f2216bc047a38385964ba74348c00ec21415e80c2d77d47b7229185e84,1087
2017-11-02,7f242c83a440ed2ce2180200710836fccb4ed5f50900e5cacfb0c8789d1979df,11
2017-11-02,5264bf6573f422644791c9904613b280b19b35569c7bc337aa211b3e70147add,1438
2017-11-02,2ee329e8f507735277df62db26549a18c11e2d056f75ce76da3b4be3cabf0651,2245
2017-11-02,b458f7b3a5c4bee3c44f3fe65a1c8819f85f3a2eee8397b34359c7353b874e6d,799
2017-11-02,eaeb2417fb34ac0a0a9e1f0f04a7ca5cb4760915bbb9b2c98a4f63aaf5181d49,17
2017-11-02,8254c08771ed11dd44c5423335b5b0ab330c82a7dbed1a305efd7076ca8e8900,3962
2017-11-02,010787b45e536350a7a428e28926a09b7ae8673a4061a6dc675dfb467d0b28bb,30
2017-11-02,4796fc23fb3aed40a85a1098392641278230cfa56bc67f15bd38925f4606fc02,1158
2017-11-02,fe136da2bab93fd880279eeee132fa7a24067981b52ac4dacc870f0a016669f8,2725
2017-11-02,5c3e65319eab54611553a0810270517a11242cc9557da243ee439c9eb0be181d,3578
2017-11-02,e0b6afd751a6dea05c44321e56fe18cd3dd7082a7f95ef5bc2425ede1ba4b18e,1567
2017-11-02,3e10cf5d89f59205d9e295bb34e436a535dcfa655088415d59edaea8c119430d,1913
2017-11-02,cb04ab29b3994291443ccfb4e3325feae63954793f3264cb28a20d53a436df7b,6137
2017-11-02,e4d1ba5f5f1b9d64431f5d4c13e82314c3d047bb9a9b6954351a82df4f4ace72,2042
2017-11-02,ae1cae11e5942522a602739a1604b1b3a8e3d9c924f6bc08f1ddf60900932f29,258
2017-11-02,88aa8bb17940dbac479c5abb3675edc3d174618a6e74c5f97c88c1b0731e528f,9066
2017-11-02,4176212fe156de72fd37c1df444e30f8247d1f2a601c5c6910bd9237879dc452,150
2017-11-02,86315226d655de1e632bdafbdf886338c033d9f909eb93191f27d6bcab6beee5,708
2017-11-02,dce6960126d5648f698af7aa2526925a2e0ccd830c41fe8b8fc722e34417dced,1356
2017-11-02,a88b3249d70b1212603668a86528c85c8f8e836cee54fe70454c59967df76879,2032
2017-11-02,426193dc8ac7d8ed676d8c8b5c9115af50e65efb861a86fab6ae077d7278ca9c,66
2017-11-02,bef885813265c30cebf056a7600605f31a14fb51af063334651512588ffebb08,1453
2017-11-02,afeda5fdd1d15ec311861b293ddcf8dd3f01f6020251f2f916b498b84368c753,330
2017-11-02,aa61009b7d2ed678ef21fca08803e026b4c6a4aa84171cbe2f0610c0d25274ac,1205
2017-11-02,369e514a0757a205dabfc07a3ec5071e6b283b91e9daa918fc5f796abc9d3a16,9934
2017-11-02,6c6a83d616d0dd8fb42268bea7bcb363df4cfe297958c6c39348c2d83b17c8b3,135
2017-11-02,8d2aaddd3498137361ddd6442468a5cb47a7b3b1c1da513b3c7a269b55d6a2bb,2341
2017-11-02,5ce440a2db30a6ed5781107c448005055cdd61e60d9cf60c44666794bc1630cf,2233
2017-11-02,879e56aaab3b37e97cee7ee425db4544ccc5a7f084f596c4adca28365b4c180f,2572
2017-11-02,8607a7947fc7ce03ca5a8b95257b476e0083f6ee4ec1b34ba9b3619c05b683e2,5383
2017-11-02,84b96b0e0ba7f640231b31664ca39f1b8435906739a5702b43eb50e727ff5d5e,1597
2017-11-02,2db27cfd90d7b59bd1b4ab04f935e21ea81c4209cdbbe8dc6ef8922443aa86d4,182
2017-11-02,e710ba5b604b60c6ba97b1af4223217ab21e0ce982b4961ff0805d1944c7573a,16095
2017-11-02,fb878aef7df868e50757c6ec2fb3ec992ba3b3a340b3635dc9314bbdbddb57eb,1955
2017-11-02,724a6ec153040be15cbea0c03c20c87e41c7d511837f7ebdd9e53e8af36a078f,2291
2017-11-02,639607d6f07f883692a0ddf59447af1d2be9c7d51f76a8def796817544ffa95f,6996
2017-11-02,054c2bd3c2d2b82b4a85438f2b0798b849dd70f3b5efddf964e850f961a90e7f,5856
2017-11-02,e56c91a2910981f1a6193d7044ed2b8483bd15d4953a31eb644d575250f18633,2005
2017-11-02,6e7108d86b005202ca43dda0b54f2e5c0b1200cd0f2b6067ef66c60db5598a41,65
2017-11-02,d4f7ae41a1580d850771fbc4d31d2e878a7a69f0de79fe3bb765a147026b5454,489
2017-11-02,b3a5a34d26aff0e946f27d8be189692a7ac5cdefd740341b154885178bd36c74,41361
2017-11-02,474d0a4776f4df1bdd7f6b579f26be3053c1d305aeb6ae72317530fec858b522,2083
2017-11-02,17c86f4eea694115dae4cdfef5cac2f307cc31d0f331d67f6528307c668c3590,5929
2017-11-02,99aef9b5bcf032315eab9815e65d44dcf143295fd41d6fdd005bbd691d57a9bd,7313
2017-11-02,2cc8262f545094804c902b9834fba4ee13fc88412a4dc6eeea02a17be8e77278,670
2017-11-02,6125e66e85de5085ff02231bebcd52de5b1d848e1b4c8eb0add393cde9c42570,1776
2017-11-02,3db246a2fe432339997f307934b4206f062f0ef26b00803f1d781d735e96c192,2350
2017-11-02,75f1bc12c6786dbd806690e278796cb58da602445223fbdd2097e3dde6d6c25e,979
2017-11-02,68f3f68a346c428924f2500565bd9a8a03b3232c1ee1a04ef02468d4fecc76f2,173
2017-11-02,671e7e19eb0a4a2c9e06c6924e308ff9e5e17f09904e3f11090579b035418869,53
2017-11-02,76441824601ece06d2e4f447d57c27c715ac10a852d1b3a6bdb5fdb7f9f290ff,13
2017-11-02,1137a7cb665f3518eee03449c0e9f6b6cb3e5797578d8aa92a05a3341c2fecaf,2823
2017-11-02,7e4f5fcdec06e47137e0a18d9e0e570040ce6b1597e40d45d694b8308299880d,32713
2017-11-02,ef8f6aa13051f3863a910041dbf2108f8734c54fad6d2c6a8c429f6cbd3f19eb,580
2017-11-02,547882a242c37d0485b93bf77ebb30eeebfce253f9cfd4200c73dd541dcd1141,563
2017-11-02,61cd76a35e7584cbf17ca9b06e93c14f0f63602ca7276d717d2df7fc8d660bec,2135
2017-11-02,33a63b46e194eedaaf12c8e007a9436268f9a0034a8a4bb471743a14932610de,1827
2017-11-02,0c78e6fa4bb68a3215e820892038ef775e0354ced01848aaaf6539f8f9195486,2019
2017-11-02,c5492850060e5a0acfba48d4d2ed82705e936e537e667ce9195919b31ff74533,1276
2017-11-02,25593164aee816d0b24d74fc658213c5e37a74b34e87db52c7176c12e0a60cd5,52
2017-11-02,44928542c82c08239875f2257d2f6f07563b3fbdcdb8134bf60d006c65ef81c6,3002
2017-11-02,d548025a0ab1c3648f135bf14763e75a329f16c6f6dc0644c5955dd0ab959f97,7545
2017-11-02,76d7764ad7b165a9ec3d33a69b8792a3eed06a3e45995ccc2b30bd443c9d3c9c,2212
2017-11-02,ec5991dbe256449e2f9c6e8ab409f84edaa719704529c0a46ad24aa42ea1eae0,725
2017-11-02,50d7bb37c1b6b360db81ca2f3d6073244ce0631f79029d11dfb7db4bd78cc534,78
2017-11-02,53ab49b130a139dbf691aa01706143c22a8208b277bb854a8c3f8631e2d417d3,4741
2017-11-02,56146e0dcac3eb143bd56a0e9aea8baced97a26f2abbc129b9955d5dcaa11c73,3498
2017-11-03,eb8210d4748419ccdc359632e84da819989f30c8df6eb20e58e248169d80abf5,632
2017-11-03,62c9d3e4e287a855f8f8dcf469594cae75f5dd4d7223bb8f903cad6f0a1519a3,130
2017-11-03,2b3201281bf0177c01fa179c076eb614541286466db61a854e0a67cc8ca681da,1619
2017-11-03,897c6f557304f57287e211c4600a861093c660a1dc44571e924e9d97c80a7f52,3618
2017-11-03,216b6c3261a95e9c01c1f04533e96940e4b16ffcfa3434fcca252ca910b25a7d,4106
2017-11-03,c600310527bf05af8268105913858401e4397ea83373f8b39cfef9474129e034,552
2017-11-03,6d5be47bd5fbbb47fe0bcc0b62a96b0da5f5bdc456fe90f368c05aa5a0464f49,3859
2017-11-03,446c02c326dd4e00bbb475365b348a4aa8ab045fb23f3c05121702c963423e15,527
2017-11-03,445689b6955257383360ba83dc0f3f5a5387de90e2d52c14f7778f155aa0ad05,1354
2017-11-03,3496fc4306cc2e869e60ad961082846eaf0aed0506077cb4fc3a3f887619cbeb,185
2017-11-03,8576d628e5401d655eee76e4619b60c54b9a2e08ca7a7d0a5bf8464b8b7d5301,2314
2017-11-03,da934f2b5771ff22c48b63c1e567116d86fbdac9375089bb29a8c0c5dc84ca0e,438
2017-11-03,690256cf14924c3e8488d2ebbdc296c167259d6caff7cb4ebdef8f2303158747,1607
2017-11-03,fa9dedf520bbbecb209d8ab0cacc8c4bdc31151118d5f38f84329e28f191d695,7
2017-11-03,1fabec08e771db8784666c753c8c75fe03b2037119836e690aec173054c66276,1354
2017-11-03,22c6004fc8f971a7719ee61e72f6fdea82a5fe62ae4b9e751a9746ebc0e2353c,3826
2017-11-03,7098ad3addb395b20b24fc263a5bd00ed4ca282d75bd409c93492761c4d83568,1297
2017-11-03,2be6c2a16590189e1a9e686d07beb1c9d27b8a3fe5d54d5010a680f64e28d1f1,5735
2017-11-03,7b153713a280a85cbf71b50bfa09b07ba2b47f20d32f7cfa586726916db975a8,368
2017-11-03,02c6e22ffea1180bf5eb9fb8ebf91bb5b7a221029b12ada502fed60bfba2ac04,4575
2017-11-03,65e4e18acb69c0501a32ccaa590e4898444026ebce1f2fcb0138658bd6a031c1,4471
2017-11-03,22152897808e9ad7abe9c7d4f0bc52ed1e2352b99e023b667010a63c343b2643,1028
2017-11-03,3d589076db274b94f5714e851b4c858bce19e3b81a9c42448d9f7cd56721ec98,2434
2017-11-03,3228370ab8e752509deab632805ca4abec84a19421883cccc9d09693276ee6cd,4394
2017-11-03,9f5bb4f23c830ebaa514e5ec6cc082ef4c3460d29f09ff885896c54cb8a3faf0,395
2017-11-03,61f86e6ddac57598b6394b7559121147d618b0d5375cacf5b61c5ac1cc064cc6,1627
2017-11-03,77c2cef4e7ccd5aeeb89d8988ebd0f0e22a02e1a7ba83bff7b942a8770a7263f,10498
2017-11-03,2e2dbcbe5e10b1be57895686b8d546187b91357006d4c21ed6a59c4d5cf4b7db,164
2017-11-03,8b29257b6b1b05f60cb164e03ea7da41d0af828ae4723bbe6d2361b8dbac442d,4867
2017-11-03,9779008f973179b0cb776b92da8cc7f321152f4ed58b2fc9c9e3910bc303ea10,365
2017-11-03,8c4fa087b15931a9f6bc362bfef3a133cb30e0722f9f7e7ca94264a5d664ee28,3
2017-11-03,1e34523a2e42457f2ed2cb39af3e080e5dea7dffc8bc00065f4d7e47146ab665,17
2017-11-03,b4c34a0b05cee98666de7191783b13591b4ed0790e8a9d8483feefa0072ea658,49
2017-11-03,3797e07eb64f3a070974a870a0dc44b5f94f8892af654f13e4a2a4054124da6b,4271
2017-11-03,3b8f2166a47790e01d539fc6670c4442c7801ae516be2deaccd836d15abc6466,356
2017-11-03,a4e9ca65f56661d9953a4bc554ebc4a8122c05698614026e0978584ad6a58d37,4349
2017-11-03,1164372ca4cc5c53f59f0d8ba50baac2d43b6deae2e56be6a7bdfb6897dbd756,3305
2017-11-03,a25ac901779112c6da6d1fdef57b81fdaee92a5896f20bfa2421ce723ff5a34f,2085
2017-11-03,a0131cd4312682a441a3ac54d5b1d9ab5563f8c3ffed56038d58c9a999d5324a,280
2017-11-03,b5845cc731176195b1def129d4c64af53155f68f80edf67e60698f7c85a60336,1968
2017-11-03,4a79f7c639a13b97222a6a3d2df526c6b86b5c531a1db28114e4b005b7d0fa6a,1409
2017-11-03,fc8a3c418a854f281cc857eb747433d6f01a894c657a6dd8d734578ca6c5ded5,36
2017-11-03,fadb4a9005abb46b61f000450241b470e2479a1b4ad09e0928765ff73cef6a59,360
2017-11-03,d5781f466112d87c69c8b90560396194390e98128825d72ce8dd0ed77f0543f1,4394
2017-11-03,a2585ad6071c25fc31824c9058e620a5943110a8ebfc8b9535cb09ed6f25d051,10447
2017-11-03,0bc0402e6ecffd66ff077f35a437ecf3be54d487183922524850d94cda4ec537,189
2017-11-03,568ac03a18b74393b03debec09eb62da77fb66fd1c0b959c276d46dbd1c6c14b,904
2017-11-03,5c0397f8ed5a75af4bc548d2bc93791a7443608e8dbdc6f4ab8fb0404013698e,3405
2017-11-03,18817f2b9e4f7a78078efa761bc7c4c02990ce02e19e92cb95bb9bcbafc5dd85,15824
2017-11-03,bae54b53e486084ac37379121f53ef54000352665eb61479691f68c8605be58c,12952
2017-11-03,702eeba91d3bf6249d84ec9979e0e4205c0635c5f727f40523c955626f910d03,930
2017-11-03,affacfe42bf8404455bbe573a82088340e5003183478e2113e07d287395b0248,3
2017-11-03,cec3ae19262db8805fe3d1534baa47547765c614101215b5953b6fdbcc391b05,6248
2017-11-03,301d0fd1d8a659eb21871574d8ea8b08f67af1865719ee531dd2722855583dc1,1419
2017-11-03,b96120a5c97665c19202bbd24488c39d1ef3327422c5900160667d4f98df57e2,5038
2017-11-03,292237b457ed7aee217eb5fd0ef7ded82ef254c073c92a604a613accdb6a12ca,572
2017-11-03,fa433c1f5e5ff0cabce9ade16585d40145fe579fc72fb36824824b83b6539fe1,6167
2017-11-03,799dc47dce374fa2f002330cb73ac4dcb4107bc819f6264faea263ece7d9b5ab,22
2017-11-03,9d52781c51300a9feecd79e72bce5d79e25584dbcd47b3758cbd6cc00c1a0395,955
2017-11-03,5690c8d76e4906b36f6d71c33c17cf2583343cb41d2410208e6877d579110a2f,5787
2017-11-03,fd7914aea44d1a5bedc37a4944b369cf64e97f2eb29628bd1a606da1ce460f0a,4066
2017-11-03,de5ec9143cb8b12bb42229972dd19aee1f0cc034579b58997ccbe131a74b113c,47
2017-11-03,8a738741dec93c274ecbf6724dbf53557bcbbcefee0b2be78c58cec00c4bc279,1498
2017-11-03,3aac09d03b715452b22eeb1724532e964aae8dbefd825c49a198154da2b1c17b,649
2017-11-03,9f3bed38603dda1805a396c79d52096bbb7b2549c835e1c702c5abcd318ceb3c,468
2017-11-03,0b4375d8a87b073ac6834f5b4e3d76f8198e23c98c47d95b7eafb626c6095b7c,10806
2017-11-03,4a9fd54105fafffc7f198e114659949ed98d25cca722eef6c77254ad40f05b84,226
2017-11-03,e359467d017115e02c319d3578e436d4daeed00208f1e8ceac4474720236b884,1492
2017-11-03,bc64772b1aba3163fa2973930b16a2cd96e6fedda651eec956aa498a677ed895,639
2017-11-03,73e72dc1a2d7cd910a022a91cf50921597a2d311ada59e2addbce9517e08d848,3034
2017-11-03,dc57ecec2529bb837c4a8421ae4f26e3d58d9a30868d40208f2ba42880afa866,816
2017-11-03,c37442933db9e6c4822792ebbaca8e350544dad0e163990d12ae2297c61f5b95,7597
2017-11-03,a25f3867e5aa89febe3baeb348b1fd7fac8297027280192b31e3f4565df382f9,7340
2017-11-03,d29fe10bd669e3347e0638ac494731518b97690840ed4f271efa5ac619e971f8,1465
2017-11-03,dba16a9581b6f8c1bf629284b2366bcbba5d4169c88ce646bb7863386112e9c0,1153
2017-11-03,4009d2b6903cf8e1c3ec4d505b1b133156f183d5de993d26fd2a8947a5533e04,4255
2017-11-03,578f8d2229efed4c9001e002783bf315c7e26b4a0536d8d15fccdb19b16dc1a6,69
2017-11-03,80c90be115ce1d449217992868343bac8ae8a0710fa393e46b58137088d64279,6
2017-11-03,6e9d4664e742633af81b3e6fdfb5e00b1d6d7f72de20d69b72ba6ac7756eac0e,325
